MaYTe,HoTen,MaDoiTuong,GioiTinh,NgaySinh,SoBHYT,BHTuNgay,BHDenNgay,DiaChi,SoDienThoai
BN1212,Đặng Văn A,DT04,Nam,15/07/2005,,,,"Lô B4, Phường Bến Nghé, TP Hà Nội",0896623218
BN1213,Vũ Thị Bích C,DT01,Nữ,21/08/1963,BT51098327832669,13/03/2025,12/03/2026,"Số 10, Phường Nguyễn Du, TP HCM",0735760782
BN1214,Vũ Thị Bích C,DT02,Nữ,14/11/1972,,,,"Số 10, Phường Nguyễn Du, TP Đà Nẵng",0930660766
BN1215,Phạm Mỹ Linh,DT03,Nữ,07/10/2013,CN03010526473427,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, TP Hà Nội",0858556890
BN1216,Đặng Lệ I,DT01,Nữ,26/08/2004,QN48097978020753,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Hưng Yên",0919136035
BN1217,Hồ Hoàng Nam,DT01,Nam,16/05/1994,QN34026290235574,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0826018463
BN1218,Phạm Bảo Long,DT01,Nam,30/12/2005,QN69079388635738,01/01/2025,31/12/2025,"Ngõ 12, Xã Hòa Bắc, Tỉnh Hưng Yên",0379060738
BN1219,Lê Thanh Vân,DT04,Nữ,02/04/1989,,,,"Đường 3/2, Phường Nguyễn Du, TP HCM",0381381916
BN1220,Lê Thanh Dũng,DT03,Nam,29/04/1957,TE75062944114458,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Hưng Yên",0892252145
BN1221,Đặng Xuân Bách,DT01,Nam,17/05/2013,GD45065926865582,06/04/2025,05/04/2026,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0390802766
BN1222,Nguyễn Quang Vinh,DT03,Nam,15/04/2006,BT95053856274927,01/01/2025,31/12/2025,"Lô B4, Phường Lê Lợi, TP HCM",0757231886
BN1223,Phạm Thị Bích C,DT04,Nữ,02/04/1945,,,,"A2, Phường Dương Đông, TP Đà Nẵng",0768799163
BN1224,Nguyễn Hoàng Nam,DT01,Nam,01/07/1977,QN49007766257661,25/08/2025,24/08/2026,"Số 10, Phường Nguyễn Du, TP Hà Nội",0979799963
BN1225,Đỗ Ngọc Ánh,DT01,Nữ,10/10/2010,QN51015319407341,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP Đà Nẵng",0318654993
BN1226,Trần Hoàng Nam,DT02,Nam,22/02/1941,,,,"A2, Xã Hòa Bắc, Tỉnh Hưng Yên",0988610686
BN1227,Phạm Thu Thảo,DT01,Nữ,20/09/2013,GD06094499797128,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Hưng Yên",0396730589
BN1228,Hoàng Gia Khang,DT01,Nam,01/05/1942,TE94089192934207,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0857428361
BN1229,Trần Bảo Long,DT01,Nam,13/10/1959,BT32012797858912,28/07/2025,27/07/2026,"Ngõ 12, Phường Bến Nghé, Tỉnh Đồng Nai",0892201282
BN1230,Đặng Xuân Bách,DT01,Nam,20/07/1948,GD06033746640396,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, TP Hà Nội",0386313640
BN1231,Đỗ Văn A,DT01,Nam,23/06/1946,GD07074788665484,28/06/2025,27/06/2026,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0847116532
BN1232,Phạm Hoàng Nam,DT01,Nam,27/02/1971,QN97020468686851,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0338227388
BN1233,Nguyễn Thị Bích C,DT03,Nữ,13/04/2018,QN34013832301260,09/06/2025,08/06/2026,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0357394121
BN1234,Hồ Thu Thảo,DT01,Nữ,02/10/1950,GD16041812857382,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0972987235
BN1235,Hồ Thu Thảo,DT03,Nữ,02/11/1962,QN51035381054752,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, Tỉnh Kiên Giang",0347901501
BN1236,Lê Yến Vy,DT03,Nữ,16/11/1977,GD27003174853776,27/09/2025,26/09/2026,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0844062255
BN1237,Đặng Thanh Vân,DT04,Nữ,17/05/2020,,,,"A2, Phường Dương Đông, TP Đà Nẵng",0763325135
BN1238,Đỗ Quang Vinh,DT01,Nam,16/06/1974,BT12016645319353,12/04/2025,11/04/2026,"A2, Thị trấn Vĩnh An, TP HCM",0337309674
BN1239,Vũ Anh Tuấn,DT01,Nam,31/01/1966,GD07039158185088,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP HCM",0962114285
BN1240,Vũ Xuân Bách,DT01,Nam,14/04/1981,CN92045226291897,26/02/2025,25/02/2026,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Kiên Giang",0963871436
BN1241,Đỗ Thanh Vân,DT04,Nữ,09/03/1979,,,,"Khu Phố 5, Phường Bến Nghé, Tỉnh Đồng Nai",0340099615
BN1242,Đặng Văn A,DT01,Nam,15/01/2007,BT33050562640440,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Kiên Giang",0781339474
BN1243,Đỗ Thanh Vân,DT01,Nữ,18/10/2011,TE32074203749911,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, Tỉnh Hưng Yên",0768371842
BN1244,Phạm Văn A,DT01,Nam,28/11/1951,QN27092505819445,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, Tỉnh Hưng Yên",0919447847
BN1245,Phạm Yến Vy,DT01,Nữ,23/04/1986,QN80001641820720,01/01/2025,31/12/2025,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0859283156
BN1246,Hoàng Văn A,DT01,Nam,06/05/1997,QN06059516184725,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, Tỉnh Hưng Yên",0834174211
BN1247,Vũ Anh Tuấn,DT02,Nam,28/03/2019,,,,"Đường 3/2, Phường Nguyễn Du, TP HCM",0897058773
BN1248,Hồ Anh Tuấn,DT01,Nam,08/03/1956,QN51064356481966,22/04/2025,21/04/2026,"Lô B4, Phường Nguyễn Du, Tỉnh Hưng Yên",0882136013
BN1249,Nguyễn Mai Hương,DT04,Nữ,29/06/1945,,,,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0737403445
BN1250,Nguyễn Mai Hương,DT01,Nữ,23/09/1948,TE83095706445994,25/05/2025,24/05/2026,"A2, Phường Dương Đông, Tỉnh Hưng Yên",0875080823
BN1251,Lê Thanh Vân,DT01,Nữ,09/07/1981,BT65027144353315,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, Tỉnh Hưng Yên",0915262908
BN1252,Trần Gia Khang,DT03,Nam,02/02/2010,QN60002675565428,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, TP Đà Nẵng",0943786981
BN1253,Đặng Minh Hùng,DT01,Nam,13/02/1941,TE20034895942829,01/01/2025,31/12/2025,"Lô B4, Phường Bến Nghé, Tỉnh Đồng Nai",0765726982
BN1254,Hồ Bảo Long,DT02,Nam,17/10/1968,,,,"Số 10, Thị trấn Vĩnh An, TP Đà Nẵng",0815404701
BN1255,Phạm Minh Hùng,DT04,Nam,01/02/1963,,,,"Lô B4, Phường Bến Nghé, Tỉnh Hưng Yên",0924087588
BN1256,Vũ Gia Khang,DT03,Nam,01/06/1958,CN96031927042205,01/01/2025,31/12/2025,"Lô B4, Phường Lê Lợi, TP Đà Nẵng",0731187813
BN1257,Đỗ Gia Khang,DT04,Nam,28/08/2013,,,,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0347195584
BN1258,Nguyễn Yến Vy,DT03,Nữ,24/02/1985,CN63084714133868,15/07/2025,14/07/2026,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0867365509
BN1259,Đặng Thanh Dũng,DT01,Nam,10/10/1965,CN79090431684815,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Hà Nội",0876936738
BN1260,Nguyễn Gia Khang,DT01,Nam,14/11/1990,QN08069187259079,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, TP HCM",0777355102
BN1261,Đặng Mỹ Linh,DT01,Nữ,18/12/1985,QN89012688263287,20/10/2025,19/10/2026,"Ngõ 12, Xã Hòa Bắc, TP Đà Nẵng",0988181132
BN1262,Đặng Lệ I,DT01,Nữ,11/08/2014,GD34039394918638,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Hưng Yên",0327979723
BN1263,Đặng Xuân Bách,DT01,Nam,27/09/1961,CN10037602783798,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0981526628
BN1264,Đỗ Quang Vinh,DT02,Nam,08/02/2007,,,,"Số 10, Phường Lê Lợi, Tỉnh Hưng Yên",0982719746
BN1265,Hoàng Quang Vinh,DT02,Nam,11/12/2014,,,,"Lô B4, Xã Hòa Bắc, Tỉnh Hưng Yên",0872094463
BN1266,Đỗ Kim F,DT04,Nữ,26/12/1977,,,,"Số 10, Phường Bến Nghé, Tỉnh Đồng Nai",0380929247
BN1267,Bùi Thu Thảo,DT01,Nữ,16/05/2009,BT16091433622614,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, Tỉnh Đồng Nai",0360749794
BN1268,Hồ Kim F,DT01,Nữ,21/11/2005,GD07060558745659,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, TP HCM",0994401276
BN1269,Lê Minh Hùng,DT04,Nam,14/11/1958,,,,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0998682939
BN1270,Đặng Hoàng Nam,DT01,Nam,15/07/2010,CN90015759451993,01/01/2025,31/12/2025,"Đường 3/2, Phường Lê Lợi, TP Đà Nẵng",0861146187
BN1271,Phạm Quang Vinh,DT02,Nam,25/07/1969,,,,"A2, Thị trấn Vĩnh An, TP Hà Nội",0742364312
BN1272,Vũ Anh Tuấn,DT03,Nam,30/04/1953,CN67047584392647,06/02/2025,05/02/2026,"Số 10, Thị trấn Vĩnh An, TP HCM",0891430943
BN1273,Hoàng Hoàng Nam,DT01,Nam,03/09/2009,CN29073729512874,01/01/2025,31/12/2025,"Ngõ 12, Thị trấn Vĩnh An, TP Hà Nội",0718119145
BN1274,Phạm Minh Hùng,DT01,Nam,02/08/1963,GD31017248363270,07/03/2025,06/03/2026,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0763774359
BN1275,Hồ Văn A,DT01,Nam,18/03/2013,BT05019317038942,25/07/2025,24/07/2026,"A2, Phường Bến Nghé, TP Đà Nẵng",0735053346
BN1276,Lê Thanh Vân,DT01,Nữ,01/11/2015,BT49006462488297,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, Tỉnh Hưng Yên",0320344969
BN1277,Hồ Kim F,DT01,Nữ,07/03/1981,TE30091660189541,01/01/2025,31/12/2025,"Ngõ 12, Phường Bến Nghé, TP Hà Nội",0919512925
BN1278,Vũ Bảo Long,DT04,Nam,09/03/1955,,,,"Khu Phố 5, Phường Dương Đông, Tỉnh Đồng Nai",0992725441
BN1279,Vũ Lệ I,DT01,Nữ,24/02/1979,TE53065617665002,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0891059602
BN1280,Đỗ Thanh Vân,DT02,Nữ,23/01/2007,,,,"A2, Phường Bến Nghé, TP Hà Nội",0337168323
BN1281,Hoàng Bảo Long,DT01,Nam,13/08/2017,QN36027213263860,01/01/2025,31/12/2025,"Số 10, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0913759119
BN1282,Đỗ Mỹ Linh,DT01,Nữ,16/07/1987,TE89087444860076,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, TP HCM",0986618468
BN1283,Đỗ Kim F,DT01,Nữ,17/10/1968,TE36089661348748,02/07/2025,01/07/2026,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0727854204
BN1284,Lê Mỹ Linh,DT01,Nữ,09/04/2014,GD38054438865310,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, TP HCM",0923260700
BN1285,Vũ Yến Vy,DT04,Nữ,06/09/2000,,,,"Ngõ 12, Xã Hòa Bắc, Tỉnh Đồng Nai",0935299338
BN1286,Trần Thị Bích C,DT04,Nữ,10/09/1976,,,,"Số 10, Phường Dương Đông, TP Hà Nội",0788375378
BN1287,Vũ Bảo Long,DT03,Nam,23/05/2019,QN52049162222402,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Kiên Giang",0956963775
BN1288,Đặng Mai Hương,DT01,Nữ,25/10/1971,GD04052993230062,26/04/2025,25/04/2026,"Đường 3/2, Xã Hòa Bắc, Tỉnh Kiên Giang",0730162957
BN1289,Hồ Lệ I,DT02,Nữ,12/03/1973,,,,"A2, Phường Bến Nghé, Tỉnh Đồng Nai",0741620619
BN1290,Phạm Minh Hùng,DT01,Nam,11/08/2012,QN82081198052259,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Hưng Yên",0755932372
BN1291,Bùi Thu Thảo,DT03,Nữ,21/03/2005,GD91018738134259,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, Tỉnh Đồng Nai",0883865959
BN1292,Nguyễn Gia Khang,DT02,Nam,20/06/2020,,,,"Số 10, Phường Nguyễn Du, Tỉnh Đồng Nai",0876172418
BN1293,Đặng Kim F,DT01,Nữ,01/04/1958,GD86008882733009,11/08/2025,10/08/2026,"Khu Phố 5, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0786514198
BN1294,Lê Bảo Long,DT01,Nam,21/03/2000,TE60071919248521,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, Tỉnh Hưng Yên",0851101521
BN1295,Hoàng Gia Khang,DT04,Nam,19/12/1951,,,,"Đường 3/2, Phường Bến Nghé, Tỉnh Đồng Nai",0870715634
BN1296,Vũ Mai Hương,DT01,Nữ,04/09/2006,GD98029186653927,01/01/2025,31/12/2025,"Khu Phố 5, Phường Dương Đông, Tỉnh Hưng Yên",0990835479
BN1297,Đặng Anh Tuấn,DT04,Nam,12/06/1972,,,,"Số 10, Phường Bến Nghé, Tỉnh Hưng Yên",0897802678
BN1298,Bùi Xuân Bách,DT01,Nam,28/02/2013,QN75079870214463,24/01/2025,23/01/2026,"A2, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0937589327
BN1299,Nguyễn Yến Vy,DT01,Nữ,10/04/2010,CN06074164244367,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0713087447
BN1300,Bùi Thanh Vân,DT03,Nữ,18/08/1984,TE20033979920714,01/01/2025,31/12/2025,"Số 10, Phường Dương Đông, Tỉnh Đồng Nai",0912252787
BN1301,Trần Gia Khang,DT01,Nam,09/10/1948,CN48096630295431,01/01/2025,31/12/2025,"Ngõ 12, Xã Hòa Bắc, TP Hà Nội",0733129174
BN1302,Bùi Yến Vy,DT01,Nữ,24/08/1993,GD54093838616423,01/01/2025,31/12/2025,"Lô B4, Phường Dương Đông, TP Hà Nội",0866423102
BN1303,Vũ Gia Khang,DT01,Nam,27/05/1986,TE22056439267157,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Hà Nội",0873039073
BN1304,Hồ Yến Vy,DT01,Nữ,02/07/2004,QN51066381417112,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Đồng Nai",0888111363
BN1305,Lê Văn A,DT02,Nam,22/02/2011,,,,"A2, Phường Dương Đông, TP HCM",0758114741
BN1306,Lê Anh Tuấn,DT01,Nam,08/12/1964,GD52068912936099,01/01/2025,31/12/2025,"Lô B4, Phường Nguyễn Du, Tỉnh Kiên Giang",0866212142
BN1307,Hoàng Mai Hương,DT03,Nữ,09/07/1976,TE02055572427364,09/09/2025,08/09/2026,"Đường 3/2, Xã Hòa Bắc, TP Hà Nội",0975690068
BN1308,Trần Mai Hương,DT01,Nữ,09/06/1974,BT92039794814474,01/01/2025,31/12/2025,"Số 10, Phường Bến Nghé, TP Hà Nội",0919228221
BN1309,Đỗ Hoàng Nam,DT01,Nam,09/10/1954,CN68072440290711,01/05/2025,30/04/2026,"Khu Phố 5, Phường Bến Nghé, Tỉnh Hưng Yên",0771103495
BN1310,Đặng Yến Vy,DT01,Nữ,29/01/2015,TE77036894505170,06/03/2025,05/03/2026,"A2, Phường Dương Đông, TP Hà Nội",0921896825
BN1311,Trần Kim F,DT01,Nữ,03/12/1974,TE94021379501595,01/01/2025,31/12/2025,"Khu Phố 5, Phường Lê Lợi, Tỉnh Đồng Nai",0399132193
BN1312,Hồ Lệ I,DT01,Nữ,28/01/2003,GD48086443370204,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, Tỉnh Đồng Nai",0335370626
BN1313,Phạm Yến Vy,DT02,Nữ,24/02/1955,,,,"Lô B4, Phường Bến Nghé, TP Đà Nẵng",0977580803
BN1314,Phạm Thanh Dũng,DT02,Nam,22/10/1990,,,,"Đường 3/2, Phường Nguyễn Du, TP Đà Nẵng",0358168197
BN1315,Đỗ Gia Khang,DT04,Nam,11/02/1991,,,,"Ngõ 12, Phường Nguyễn Du, TP Đà Nẵng",0986294818
BN1316,Nguyễn Thanh Dũng,DT01,Nam,13/07/2017,CN53072923050085,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP Đà Nẵng",0976543970
BN1317,Đỗ Lệ I,DT01,Nữ,06/08/2004,CN95013278503687,01/01/2025,31/12/2025,"Đường 3/2, Phường Nguyễn Du, TP HCM",0312460274
BN1318,Phạm Ngọc Ánh,DT03,Nữ,28/09/2009,GD77077374405201,05/11/2025,04/11/2026,"Đường 3/2, Thị trấn Vĩnh An, Tỉnh Hưng Yên",0743552274
BN1319,Hoàng Kim F,DT04,Nữ,06/04/1997,,,,"Ngõ 12, Xã Hòa Bắc, Tỉnh Hưng Yên",0732340913
BN1320,Nguyễn Kim F,DT02,Nữ,27/04/1968,,,,"Khu Phố 5, Phường Lê Lợi, TP HCM",0918744089
BN1321,Bùi Gia Khang,DT02,Nam,29/11/2002,,,,"Số 10, Phường Nguyễn Du, Tỉnh Hưng Yên",0944127338
BN1322,Lê Yến Vy,DT02,Nữ,12/09/2003,,,,"Số 10, Xã Hòa Bắc, TP Hà Nội",0759197356
BN1323,Nguyễn Xuân Bách,DT01,Nam,21/10/1968,QN12070996907922,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Đà Nẵng",0741496531
BN1324,Vũ Gia Khang,DT01,Nam,04/06/1983,TE06041340528575,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Đồng Nai",0894928245
BN1325,Vũ Xuân Bách,DT01,Nam,05/11/1970,TE49055320085015,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Hưng Yên",0353116845
BN1326,Bùi Mai Hương,DT01,Nữ,31/08/2001,BT70065579506457,01/01/2025,31/12/2025,"Đường 3/2, Xã Hòa Bắc, TP HCM",0892741068
BN1327,Vũ Lệ I,DT01,Nữ,17/09/1978,BT85063465464607,13/04/2025,12/04/2026,"Số 10, Phường Dương Đông, Tỉnh Hưng Yên",0774757510
BN1328,Nguyễn Gia Khang,DT01,Nam,04/04/1993,GD92084614478749,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, Tỉnh Hưng Yên",0369633833
BN1329,Hoàng Anh Tuấn,DT01,Nam,19/12/1945,TE58063360917364,16/07/2025,15/07/2026,"Ngõ 12, Xã Hòa Bắc, Tỉnh Kiên Giang",0927903986
BN1330,Hoàng Bảo Long,DT01,Nam,03/04/1952,TE37058461803960,01/01/2025,31/12/2025,"A2, Phường Dương Đông, TP Hà Nội",0932503136
BN1331,Hồ Văn A,DT01,Nam,04/04/1951,BT43041723431616,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, Tỉnh Kiên Giang",0828797940
BN1332,Phạm Xuân Bách,DT02,Nam,11/02/1988,,,,"Ngõ 12, Phường Bến Nghé, TP HCM",0942940257
BN1333,Đặng Gia Khang,DT02,Nam,31/10/2013,,,,"Lô B4, Phường Nguyễn Du, TP HCM",0316945412
BN1334,Bùi Văn A,DT04,Nam,14/03/1999,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0399943400
BN1335,Hồ Hoàng Nam,DT01,Nam,26/01/1990,QN12080457697575,01/01/2025,31/12/2025,"Khu Phố 5, Thị trấn Vĩnh An, TP Đà Nẵng",0336083913
BN1336,Nguyễn Lệ I,DT03,Nữ,24/10/1977,QN64044162918569,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, Tỉnh Kiên Giang",0974164679
BN1337,Đỗ Minh Hùng,DT01,Nam,25/10/1960,TE55087306492616,28/11/2025,27/11/2026,"Lô B4, Phường Lê Lợi, TP Hà Nội",0924652584
BN1338,Lê Yến Vy,DT04,Nữ,15/07/1974,,,,"A2, Phường Nguyễn Du, Tỉnh Đồng Nai",0758319452
BN1339,Phạm Quang Vinh,DT04,Nam,23/08/1972,,,,"Đường 3/2, Phường Nguyễn Du, TP Hà Nội",0799320031
BN1340,Đặng Thu Thảo,DT01,Nữ,10/12/2001,BT02063212404540,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, Tỉnh Đồng Nai",0799182058
BN1341,Hồ Mai Hương,DT01,Nữ,12/09/2016,BT29019652100313,01/09/2025,31/08/2026,"Số 10, Xã Hòa Bắc, Tỉnh Hưng Yên",0384554008
BN1342,Đặng Minh Hùng,DT04,Nam,25/05/1953,,,,"Số 10, Phường Dương Đông, TP Đà Nẵng",0946153218
BN1343,Lê Thanh Dũng,DT01,Nam,03/06/1945,BT23064862858890,15/08/2025,14/08/2026,"A2, Phường Lê Lợi, TP HCM",0897027401
BN1344,Vũ Minh Hùng,DT01,Nam,24/10/1982,CN02071661030815,26/04/2025,25/04/2026,"Lô B4, Phường Lê Lợi, Tỉnh Kiên Giang",0939652856
BN1345,Hồ Kim F,DT02,Nữ,01/12/1989,,,,"Đường 3/2, Phường Lê Lợi, Tỉnh Đồng Nai",0816948980
BN1346,Trần Kim F,DT01,Nữ,03/10/2006,GD51036825117003,13/01/2025,12/01/2026,"Lô B4, Thị trấn Vĩnh An, TP HCM",0734595529
BN1347,Hồ Ngọc Ánh,DT04,Nữ,31/03/2009,,,,"Ngõ 12, Phường Lê Lợi, TP Đà Nẵng",0945754181
BN1348,Trần Quang Vinh,DT01,Nam,11/06/1990,BT54052357166486,01/01/2025,31/12/2025,"Khu Phố 5, Phường Bến Nghé, TP HCM",0860158812
BN1349,Trần Xuân Bách,DT02,Nam,27/09/1964,,,,"Lô B4, Xã Hòa Bắc, Tỉnh Đồng Nai",0354148855
BN1350,Phạm Xuân Bách,DT01,Nam,11/11/2000,TE80071831512121,01/01/2025,31/12/2025,"A2, Thị trấn Vĩnh An, TP Đà Nẵng",0742844155
BN1351,Lê Gia Khang,DT01,Nam,07/07/1982,TE56085791003450,01/01/2025,31/12/2025,"A2, Phường Bến Nghé, Tỉnh Kiên Giang",0367667538
BN1352,Đỗ Văn A,DT01,Nam,25/11/2012,GD66047413877504,22/05/2025,21/05/2026,"Khu Phố 5, Phường Dương Đông, TP Hà Nội",0971480098
BN1353,Phạm Thu Thảo,DT04,Nữ,09/08/1998,,,,"Ngõ 12, Thị trấn Vĩnh An, Tỉnh Kiên Giang",0311212827
BN1354,Hồ Thu Thảo,DT03,Nữ,07/10/1947,QN29093133422566,03/06/2025,02/06/2026,"Ngõ 12, Phường Dương Đông, Tỉnh Đồng Nai",0349949689
BN1355,Đặng Mai Hương,DT04,Nữ,22/10/2006,,,,"Ngõ 12, Phường Lê Lợi, Tỉnh Hưng Yên",0731083307
BN1356,Đỗ Văn A,DT02,Nam,09/11/1993,,,,"Đường 3/2, Phường Nguyễn Du, Tỉnh Hưng Yên",0336716418
BN1357,Trần Bảo Long,DT02,Nam,24/09/1999,,,,"Khu Phố 5, Phường Dương Đông, Tỉnh Kiên Giang",0336089008
BN1358,Vũ Hoàng Nam,DT01,Nam,17/09/1942,QN13093761377856,01/01/2025,31/12/2025,"Ngõ 12, Phường Dương Đông, TP Đà Nẵng",0315946949
BN1359,Trần Thu Thảo,DT03,Nữ,19/08/1967,BT13015609269504,01/01/2025,31/12/2025,"Ngõ 12, Phường Lê Lợi, TP Hà Nội",0848802624
BN1360,Hồ Lệ I,DT01,Nữ,25/06/1950,BT05002441315455,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Hà Nội",0738137791
BN1361,Hoàng Minh Hùng,DT02,Nam,12/01/1964,,,,"Số 10, Phường Bến Nghé, Tỉnh Hưng Yên",0370924372
BN1362,Đặng Hoàng Nam,DT03,Nam,17/07/2006,BT52029248401883,01/01/2025,31/12/2025,"A2, Xã Hòa Bắc, Tỉnh Kiên Giang",0818163118
BN1363,Hoàng Văn A,DT01,Nam,07/02/1982,TE12084553848687,01/01/2025,31/12/2025,"A2, Phường Nguyễn Du, TP Đà Nẵng",0882357480
BN1364,Bùi Minh Hùng,DT04,Nam,08/10/1980,,,,"A2, Xã Hòa Bắc, TP Đà Nẵng",0813310161
BN1365,Nguyễn Mỹ Linh,DT03,Nữ,13/11/1989,BT05030849744225,01/01/2025,31/12/2025,"Ngõ 12, Xã Hòa Bắc, Tỉnh Hưng Yên",0846492313
BN1366,Phạm Thanh Vân,DT01,Nữ,19/08/1956,QN89045906031928,14/03/2025,13/03/2026,"A2, Phường Bến Nghé, Tỉnh Đồng Nai",0852420341
BN1367,Lê Lệ I,DT04,Nữ,02/10/1948,,,,"Số 10, Phường Lê Lợi, Tỉnh Kiên Giang",0346100760
BN1368,Hoàng Lệ I,DT03,Nữ,08/12/1985,CN31064450275835,20/01/2025,19/01/2026,"Ngõ 12, Phường Dương Đông, TP Đà Nẵng",0712823807
BN1369,Hồ Mỹ Linh,DT03,Nữ,02/03/1998,BT84015628105658,03/07/2025,02/07/2026,"A2, Xã Hòa Bắc, TP Đà Nẵng",0326803932
BN1370,Nguyễn Mai Hương,DT01,Nữ,31/03/1966,GD52029996337578,01/01/2025,31/12/2025,"Khu Phố 5, Xã Hòa Bắc, Tỉnh Hưng Yên",0324465647
BN1371,Hồ Thanh Dũng,DT01,Nam,03/10/2010,QN03025825373820,01/01/2025,31/12/2025,"Ngõ 12, Phường Nguyễn Du, TP Hà Nội",0988077820
BN1372,Trần Bảo Long,DT04,Nam,09/07/1953,,,,"Đường 3/2, Phường Dương Đông, TP Đà Nẵng",0988914066
BN1373,Lê Xuân Bách,DT01,Nam,12/01/1952,TE72011417239171,01/01/2025,31/12/2025,"A2, Phường Lê Lợi, TP Hà Nội",0328204482
BN1374,Nguyễn Thu Thảo,DT01,Nữ,20/03/1992,TE51055854976644,01/01/2025,31/12/2025,"A2, Phường Dương Đông, Tỉnh Kiên Giang",0833796654
BN1375,Đỗ Gia Khang,DT01,Nam,29/12/1964,TE59099860022920,01/01/2025,31/12/2025,"Số 10, Phường Nguyễn Du, Tỉnh Đồng Nai",0981038491
BN1376,Hoàng Anh Tuấn,DT03,Nam,09/04/1988,QN20098577127839,01/01/2025,31/12/2025,"Lô B4, Xã Hòa Bắc, TP HCM",0884544648
